Product Name,link,ean_value,Price,loja,brand,ListPrice,Departament,Category,SubCategory
Fósforo Longo Paraná 200 Unidades,https://www.supermuffato.com.br/fosforo-longo-parana-200-un-12506/p,7896080920054,4.6,Muffato,,,,,
Fósforo de Segurança Fiat Lux Cozinha 200un,https://www.supermuffato.com.br/fosforo-de-seguranca-fiat-lux-cozinha-200un-278916/p,7896007942534,4.9,Muffato,,,,,
Pano de Copa Flabom Felpudo Xadrez 45x70cm,https://www.supermuffato.com.br/pano-flabom-copa-felpudo-xadrez-1un-188763/p,7898578480439,12.5,Muffato,,,,,
Vela Guanabara Branca Nº0 Guanabara com 8un,https://www.supermuffato.com.br/vela-guanabara-n-0-branca-pacote-8-un-85845/p,85845,5.8,Muffato,,,,,
Fósforo Paraná 10 Caixas 40un,https://www.supermuffato.com.br/fosforo-parana-10-caixas-40-un-12505/p,7896080900148,5.8,Muffato,,,,,
Prendedor de Roupa Keeprend 12 Unidades,https://www.supermuffato.com.br/prendedor-de-roupa-keeprend-12-unidades-122038/p,7896648753209,2.6,Muffato,,,,,
Flanela de Algodão Flabom Ouro 38x58cm,https://www.supermuffato.com.br/flanela-de-algodao-flabom-ouro-38-x-58-cm-96019/p,7898907907040,7.5,Muffato,,,,,
Sacola Reutilizável Bompack Eco 37x18 Estampas Sortidas un,https://www.supermuffato.com.br/sacola-reutilizavel-bompack-eco-37x18-estampas-sortidas-un-298246/p,7898182803372,7.8,Muffato,,,,,
"Panela de Pressão Pratic Casa Alumínio 4,5L",https://www.supermuffato.com.br/panela-prat-csa-press-alum-45l-pol-un-295329/p,7898147779674,61.7,Muffato,,,,,
Caixa Organizadora Dup 12L com Tampa,https://www.supermuffato.com.br/caixa-dup-organiz-cristal-ctamp-12l-un-294717/p,7898966662232,19.6,Muffato,,,,,
"Garrafa Térmica Pratic Casa 1,9L Bronze",https://www.supermuffato.com.br/gfa-term-prat-csa-19l-bronze-inox-un-292236/p,7896278190078,154.5,Muffato,,,,,
Garrafa Térmica Pratic Casa 500ml,https://www.supermuffato.com.br/garrafa-termica-pratic-casa-500ml-292234/p,7896278190047,51.5,Muffato,,,,,
Coqueteleira Pratic Casa Bronze Inox 500ml,https://www.supermuffato.com.br/coqueteleira-pratic-casa-bronze-inox-500ml-291654/p,7896278189553,30.9,Muffato,,,,,
Coqueteleira Pratic Casa Delux Inox 500ml,https://www.supermuffato.com.br/coqueteleira-prat-csa-delux-ino-500ml-un-291650/p,7896278189515,30.9,Muffato,,,,,
Processador Ad Manual 500ml Un,https://www.supermuffato.com.br/processador-ad-manual-500ml-un-290930/p,7899962201685,30.9,Muffato,,,,,
Caneca Pratic Casa Cerâmica 300ml,https://www.supermuffato.com.br/caneca-prat-csa-ceramica-300ml-un-290717/p,7896278188785,13.4,Muffato,,,,,
Tigela Pratic Casa Bowl Porcelana 20cm,https://www.supermuffato.com.br/tigela-prat-csa-bowl-porcelana-20cm-un-290715/p,7896278188914,18.5,Muffato,,,,,
Prato Raso Pratic Casa Porcelana 27cm,https://www.supermuffato.com.br/prato-prat-csa-raso-porcelana-27cm-un-290713/p,7896278188891,20.6,Muffato,,,,,
Xícara Pratic Casa Cerâmica 350ml com Pires,https://www.supermuffato.com.br/xicara-pratic-casa-ceramica-350ml-com-pires-290707/p,7896278189096,20.6,Muffato,,,,,
Caneca Pratic Casa Cerâmica 370ml,https://www.supermuffato.com.br/caneca-pratic-casa-ceramica-370ml-290706/p,7896278188860,20.6,Muffato,,,,,
Caneca Pratic Casa Cerâmica Azul 370ml,https://www.supermuffato.com.br/caneca-prat-csa-ceram-370ml-un-az-tif-290702/p,7896278188822,20.6,Muffato,,,,,
Tigela Pratic Casa Bowl Cerâmica 14cm Azul,https://www.supermuffato.com.br/tigela-pratic-casa-bowl-ceramica-14cm-azul-290701/p,7896278188815,20.6,Muffato,,,,,
Coqueteleira Pratic Casa com Dosador 400ml,https://www.supermuffato.com.br/coqueteleira-prat-csa-cp-dosad-400ml-un-288815/p,7896278187504,41.2,Muffato,,,,,
Tigela Marinex Plus com Tampa 500ml,https://www.supermuffato.com.br/tigela-marinex-plus-com-tampa-500ml-288669/p,7891155043331,19.6,Muffato,,,,,
Saboneteira Pratic Casa com Suporte,https://www.supermuffato.com.br/saboneteira-pratic-casa-com-suporte-288627/p,7896278187337,15.4,Muffato,,,,,
Saboneteira Pratic Casa com Suporte,https://www.supermuffato.com.br/saboneteira-pratic-casa-com-suporte-288621/p,7896278187306,15.4,Muffato,,,,,
Feltro Protetor Sintético Scotch Marrom P com 12un,https://www.supermuffato.com.br/feltro-scotch-marr-pq-un-quad-287460/p,7891040177875,6.44,Muffato,,,,,
Copo de Vidro Pratic Casa 360ml,https://www.supermuffato.com.br/copo-de-vidro-pratic-casa-360ml-286525/p,7896278185968,4.1,Muffato,,,,,
Decanter de Vidro Pratic Casa 1.5 Litro,https://www.supermuffato.com.br/decanter-de-vidro-pratic-casa-1-5-litro-286473/p,7896278186217,85.5,Muffato,,,,,
Refratário Retangular Pratic Casa com Tampa 3.8 Litros,https://www.supermuffato.com.br/refratario-retangular-pratic-casa-com-tampa-3-8-litros-286227/p,7896278185944,51.5,Muffato,,,,,
Refratário Retangular Pratic Casa com Tampa 2.7 Litros,https://www.supermuffato.com.br/refratario-retangular-pratic-casa-com-tampa-2-7-litros-286226/p,7896278185937,41.2,Muffato,,,,,
Refratário Retangular Pratic Casa com Tampa 2 Litros,https://www.supermuffato.com.br/refratario-retangular-pratic-casa-com-tampa-2-litros-286223/p,7896278185920,36.0,Muffato,,,,,
"Copo Térmico Multiuso Exeway com Tampa 600ml, Prata",https://www.supermuffato.com.br/copo-termico-multiuso-exeway-com-tampa-600ml-prata-286215/p,7896278185791,61.8,Muffato,,,,,
"Copo Térmico Exeway 500ml, Azul",https://www.supermuffato.com.br/copo-termico-exeway-500ml-azul-286209/p,7896278185760,92.7,Muffato,,,,,
"Copo Térmico Exeway 500ml, Preto",https://www.supermuffato.com.br/copo-termico-exeway-500ml-preto-286208/p,7896278185753,92.7,Muffato,,,,,
"Copo Térmico Exeway com Tampa e Abridor 500ml, Azul",https://www.supermuffato.com.br/copo-termico-exeway-com-tampa-e-abridor-500ml-azul-286202/p,7896278185722,92.7,Muffato,,,,,
"Jarra Pratic Casa Vidro 1,1l Un",https://www.supermuffato.com.br/jarra-pratic-casa-vidro-11l-un-285799/p,7896278185845,72.1,Muffato,,,,,
Taça para Sobremesa Pratic Casa Vidro 390ml,https://www.supermuffato.com.br/taca-para-sobremesa-pratic-casa-vidro-390ml-285798/p,7896278185838,20.6,Muffato,,,,,
Taça De Vidro 320 ml Pratic Casa,https://www.supermuffato.com.br/taca-de-vidro-320-ml-pratic-casa-285797/p,7896278185821,20.6,Muffato,,,,,
Vaso de Vidro Pratic Casa,https://www.supermuffato.com.br/vaso-de-vidro-pratic-casa-285557/p,7896278185623,82.4,Muffato,,,,,
Queijeira de Vidro Pratic Casa,https://www.supermuffato.com.br/queijeira-de-vidro-pratic-casa-285555/p,7896278185616,72.0,Muffato,,,,,
Jogo de Copos Pratic Casa 300ml com 6un,https://www.supermuffato.com.br/jg-prat-csa-copo-300ml-c6-1un-285547/p,7896278185678,25.7,Muffato,,,,,
Jogo Bohemia Taça Vinho Colibri Com 6 unidades 650ml,https://www.supermuffato.com.br/jogo-bohemia-taca-vinho-colibri-com-6-unidades-650ml-284900/p,8593410724823,154.5,Muffato,,,,,
Jogo de Copos para Whisky Ideal Bohemia 290ml 6 Peças,https://www.supermuffato.com.br/jogo-de-copos-para-whisky-ideal-bohemia-290ml-6-pecas-284898/p,8595135533018,123.6,Muffato,,,,,
Jogo de Taças para Vinho Sarah Bohemia 690ml 6 Peças,https://www.supermuffato.com.br/jogo-de-tacas-para-vinho-sarah-bohemia-690ml-6-pecas-284897/p,8595135532578,154.5,Muffato,,,,,
Jogo De Taças Para Vinho Cristallin Bohemia 590ml 6 Peças,https://www.supermuffato.com.br/jogo-de-tacas-para-vinho-cristallin-bohemia-590ml-6-pecas-284896/p,8595135526928,133.9,Muffato,,,,,
Copo Cristar Long Drink Strauss Beverage 334 ml,https://www.supermuffato.com.br/copo-cristar-long-drink-strauss-beverage-334-ml-284171/p,7702147218784,7.2,Muffato,,,,,
Bule Térmico Invicta Viena Gatilho Preto 400ml,https://www.supermuffato.com.br/bule-invicta-viena-gatilho-pt-400ml-un-284041/p,7891691002137,51.5,Muffato,,,,,
Palitos de Madeira Paraná 200un,https://www.supermuffato.com.br/palito-parana-dente-madeira-c200-un-139449/p,7896080900018,2.2,Muffato,,,,,
Carvão Brasa Forte Premium 4kg,https://www.supermuffato.com.br/carvao-brasa-forte-premium-4kg-294874/p,7896278189911,29.8,Muffato,,,,,
"Carvão Brasa Grill 2,5kg",https://www.supermuffato.com.br/carvao-brasa-grill-25kg-265897/p,265897,21.6,Muffato,,,,,
Palito de Dente Paraná Madeira 100 Unidades,https://www.supermuffato.com.br/palito-parana-dente-bambu-c100-un-245667/p,7896080901442,1.2,Muffato,,,,,
Lenha Bom de Brasa 8kg,https://www.supermuffato.com.br/lenha-bom-de-brasa-8kg-214792/p,7897261900056,37.6,Muffato,,,,,
Folha Wyda Assa Rápido Churrasco 45x45m Un,https://www.supermuffato.com.br/folha-wyda-assa-rapido-churrasco-45x45m-un-153839/p,7898930672618,15.0,Muffato,,,,,
Palitos de Madeira Paraná 100un,https://www.supermuffato.com.br/palito-parana-dente-madeira-c100-un-132042/p,7896080900001,1.0,Muffato,,,,,
Filé de Peito de Frango Congelado sem Pele sem Osso Sadia 1k,,7893000005945,22.75,Festval,Sadia,,,,
Alcatra Moída Reserva Friboi Reserva 400g,,7896031213174,24.99,Festval,Friboi,,,,
Patinho Moído Reserva Friboi 400g,,7896031213167,23.99,Festval,Friboi,,,,
Fraldinha Reserva Vácuo Friboi kg,,21649,36.9,Festval,Friboi,,,,
Alcatra Baby Beef Reserva Friboi kg,,29944,49.9,Festval,Friboi,,,,
Filézinho Sassami de Frango Congelado Sadia 1k,,7893000516083,21.99,Festval,Sadia,,,,
Sobrecoxa de Frango Congelada Sadia 1kg Sobrecoxa de Frango Sadia Congelado 1kg,,7893000005976,12.99,Festval,Sadia,,,,
Bife Ancho Maturatta Friboi kg,,26663,39.98,Festval,Friboi,,,,
Acém Moído Reserva Friboi 400g,,7896031213150,9.9,Festval,Friboi,,,,
Picanha Maturatta Friboi kg,,24444,90.9,Festval,Friboi,,,,
Bisteca Suína Congelada Sadia 800g,,7891515588243,17.98,Festval,Sadia,,,,
Filé de Peito de Frango Cozido Desfiado Temperado Copacol 400g,,7891527044935,22.98,Festval,Diversos,,,,
Sobrecoxa de Frango Congelada Temperada Sadia Frango Fácil 800g,,7893000081598,13.98,Festval,Sadia,,,,
Hambúrguer Maturatta Friboi Costela 180g,,7896031201393,8.99,Festval,Friboi,,,,
Steak de Ancho Friboi Maturatta Kg,,28146,55.9,Festval,Friboi,,,,
Músculo Moído Reserva Friboi 400g,,7896031213181,18.98,Festval,Friboi,,,,
Bife de Patinho 1953 Friboi kg,,24511,51.9,Festval,Friboi,,,,
Steak de Chorizo Friboi Maturatta Kg,,6948,60.9,Festval,Friboi,,,,
Bife de Coxão Mole 1953 Friboi kg,,29642,65.9,Festval,Friboi,,,,
Peito de Frango Cozido em Cubos Congelado Sadia na Receita 400g,,7891515522377,16.99,Festval,Sadia,,,,
Coxinha da Asa de Frango Congelada Sadia Pouch 1kg,,7893000488878,17.98,Festval,Sadia,,,,
Hambúrguer Reserva Friboi 330g,,7899567240980,12.9,Festval,Friboi,,,,
Maminha Maturatta Friboi kg,,23751,55.9,Festval,Friboi,,,,
Carne Moída de Patinho 1953 Friboi kg Carne Moída de Patinho Kg,,26985,49.9,Festval,Diversos,,,,
Hambúrguer Gourmet 1953 Friboi 400g,,7894904231317,19.99,Festval,Friboi,,,,
Alcatra Miolo Maturatta Friboi kg,,25152,58.9,Festval,Friboi,,,,
Fraldinha Maturatta Friboi kg,,23265,52.9,Festval,Friboi,,,,
Carne Moída de Alcatra kg,,27357,83.9,Festval,Diversos,,,,
Empanado de Frango Coxinha da Asa Sadia Pacote 400g,,7891515534110,23.99,Festval,Sadia,,,,
Contra Filé Maturatta Friboi kg,,27725,65.9,Festval,Friboi,,,,
Coxa de Frango Congelada Sadia 1kg,,7893000005969,13.98,Festval,Sadia,,,,
Filé de Peito de Frango Congelado Moído Copacol 500g,,7891527978193,13.99,Festval,Diversos,,,,
Filézinho de Frango Empanado Copacol 700g,,7891527063783,28.9,Festval,Diversos,,,,
Hambúrguer Sadia Bovino Tradicional 672g,,7893000387096,25.9,Festval,Sadia,,,,
Alcatra para Strogonoff kg,,26983,71.9,Festval,Diversos,,,,
Filézinho Sassami De Frango Congelado Korin Bandeja 600g,,7893753602514,27.99,Festval,Diversos,,,,
Bife Peito de Frango Copacol kg,,28704,27.75,Festval,Copacol,,,,
Carne Moída de Músculo kg,,24166,36.9,Festval,Diversos,,,,
Bife de Alcatra kg,,29763,72.9,Festval,Diversos,,,,
Músculo sem Osso kg,,29305,36.9,Festval,Diversos,,,,
Peito de Frango para Strogonoff Copacol kg,,22530,32.98,Festval,Copacol,,,,
Filézinho Sassami Congelado Copacol 800g,,7891527962338,14.98,Festval,Copacol,,,,
Bife de Contra Filé kg,,26980,76.9,Festval,Diversos,,,,
Peito De Peru Sadia Fatiado Soltíssimo 200g,,7891515433703,16.98,Festval,Sadia,,,,
Linguiça de Carne Suína Bizinelli Fina kg,,27245,44.9,Festval,Diversos,,,,
Linguiça Toscana Perdigão Na Brasa 1kg,,7891515008307,29.99,Festval,Perdigão,,,,
Filé Mignon Suíno Seara Pedaço kg,,27361,29.99,Festval,Seara,,,,
Coxão Mole para Strogonoff kg,,28822,80.9,Festval,Diversos,,,,
Bife de Lombo Suíno Seara kg,,27377,28.99,Festval,Diversos,,,,
Panceta Suína Pamplona Temperada kg,,22662,14.9,Festval,Pamplona,,,,
Pernil Suíno Pamplona Sem Osso Tempero kg,,23989,24.99,Festval,Diversos,,,,
Costela Suína Pamplona Temperado kg,,3971,23.99,Festval,Diversos,,,,
Coxão Mole Moido kg,,26999,58.9,Festval,Diversos,,,,
Linguiça de Pernil Perdigão Na Brasa 1kg,,7891515014520,26.99,Festval,Diversos,,,,
Hambúrguer de Carne Bovina Picanha Perdigão Na Brasa Caixa 2 Unidades 300g,,7891515580667,17.98,Festval,Perdigão,,,,
Carvão Águia 4kg,,7898925638025,33.99,Festval,Diversos,,,,
Costela Suína Perdigão Na Brasa Temperado kg,,24226,29.75,Festval,Perdigão,,,,
Lenha Águia 8k,,742832306331,39.9,Festval,Águia,,,,
Gel Acendedor Da Ilha 480g,,7896017200495,15.99,Festval,Da Ilha,,,,
Sobrepaleta Pamplona Suína Temperada kg,,4061,24.99,Festval,Diversos,,,,
Espeto para Churrasco Bambu Paraná com 25cm 100 Unidades,,7896080900506,9.99,Festval,Diversos,,,,
Filé Mignon Pamplona Suíno kg,,3983,31.9,Festval,Diversos,,,,
Acendedor Bastão Fiat Lux Caixa 10 Unidades,,7896007932931,15.98,Festval,Diversos,,,,
Nó de Pinho Águia 8kg,,742832306317,49.9,Festval,Diversos,,,,
Meio da Asa Temperado Congelado Copacol 1kg Meio da Asa Temperado Copacol kg,,7891527057928,35.9,Festval,Copacol,,,,
Acendedor Pastilha para Carvão e Lenha Lumix  8 Unidades 170g Acendedor Pastilha para Carvão e Lenha Lumix 8 Unidades 170g,,7898263650024,22.99,Festval,Diversos,,,,
Coxinha da Asa de Frango Copacol 800g Coxinha Das Asas Copacol 800g,,7891527962253,13.99,Festval,Copacol,,,,
Filé de Peito de Frango Congelados e Soltinhos Seara 1kg,,7894904792306,19.99,Festval,Seara,,,,
Filé de Peito de Frango Congelado Korin Boa Pedida 700g,,7893753000297,39.9,Festval,Copacol,,,,
Frango de Padaria Inteiro Tradicional Seara Kg,,4874,14.99,Festval,Seara,,,,
Filé de Peito de Frango Grelhado Nat. 500g,,7898506329670,19.99,Festval,Nat.,,,,
Filezinho de Peito de Frango sem Tempero Congelado Seara 1kg Filezinho de Peito Seara 1kg de Frango sem Tempero Congelado,,7894904197736,19.99,Festval,Seara,,,,
Filé de Peito Copacol 800g IQF,,7891527962314,18.98,Festval,Diversos,,,,
Coxinha da Asa Temperada Copacol Congelada 1kg Coxinha da Asa Temperada Resfriada Copacol 1kg,,7891527057911,16.45,Festval,Copacol,,,,
Sobrecoxa de Frango Temperado Copacol Congelada 1kg Sobrecoxa de Frango Temperado Copacol 1kg,,7891527057935,17.45,Festval,Copacol,,,,
Coração De Frango Temperado Bandeja Copacol 600g,,7891527069389,21.99,Festval,Copacol,,,,
Ave Fiesta Seara Temperada Congelado Kg,,4115,29.98,Festval,Seara,,,,
Filé de Coxa e Sobrecoxa Grelhado Nat 500g,,7908612900127,18.98,Festval,Nat.,,,,
Hambúrguer Frimesa Bovino 540g,,7896275921071,22.99,Festval,Frimesa,,,,
Filé Mignon Inteiro Reserva Friboi kg,,26945,59.9,Festval,Friboi,,,,
Coxão Mole Moído Reserva Friboi  400g,,7896031213709,22.99,Festval,Friboi,,,,
Carvão Super Brasa 4kg,,7908073101576,32.99,Festval,Super Brasa,,,,
Carvão Super Brasa 7kg,,7908073101569,52.99,Festval,Super Brasa,,,,
Filé de Frango em Bifes Congelado Copacol 800g,,7891527063721,18.98,Festval,Copacol,,,,
Coxa Sobrecoxa de Frango Korin Sem Osso Livre de Transgênicos Congelado 600g,,7893753602491,16.98,Festval,Diversos,,,,
Costela Suína com Molho Barbecue Seara 1kg,,7894904070565,89.99,Festval,Diversos,,,,
Filé de Peito de Frango Congelado Orgânico sem Pele sem Osso Korin 600g,,7893753299653,27.99,Festval,Diversos,,,,
Linguiça Frimesa Toscana kg,,26151,23.98,Festval,Frimesa,,,,
Filé de Peito de Frango Sem Transgênicos Congelado Korin 600g,,7893753602484,24.99,Festval,Diversos,,,,
Hambúrguer Angus Carapreta 360g,,7908267500482,16.98,Festval,Diversos,,,,
Sobrecoxa Frango Orgânico Korin Congelado 600g,,7893753299639,19.98,Festval,Korin,,,,
Coxinha da Asa de Frango Congelada Livre de Transgênicos Korin Sustentável 600g,,7893753602439,7.99,Festval,Diversos,,,,
Hambúrguer Perdigão Bovino 672g,,7891515323691,24.99,Festval,Diversos,,,,
Frango Seara Gourmet Defumado kg,,8042,59.9,Festval,Seara,,,,
Coxa E Sobrecoxa À Passarinho Copacol 800g Coxa e SobreCoxa à Passarinho Copacol  800g,,7891527962352,10.99,Festval,Copacol,,,,
Peito de Frango em Tiras Grelhado Nat. 500g,,7898506328970,15.98,Festval,Nat.,,,,
Filé de Peito de Frango Congelado Sem Osso Livre de Transgênicos Korin 1kg,,7893753604624,56.9,Festval,Diversos,,,,
Fígado Copacol Bandeja 600g,,7891527066630,7.99,Festval,Copacol,,,,
Alcatra Suína Pamplona Temperada Kg Alcatra Suína Pamplona Temperado 800g,,3972,26.99,Festval,Pamplona,,,,
Meio da Asa Temperada Copacol 1kg,,7891527019131,36.9,Festval,Copacol,,,,
Sobrecoxa Copacol Tempero 1Kg Sobrecoxa Copacol Tempero 1 Kg,,7891527019032,16.98,Festval,Copacol,,,,
Coxinha Da Asa Copacol Temperada 1kg Coxinha Da Asa Copacol Temperada kg,,7891527019179,16.98,Festval,Copacol,,,,
Tender Frimesa Sem Osso Bolinha Kg,,4472,59.9,Festval,Frimesa,,,,
Peru Sadia Temperada Médio Kg,,1319,32.49,Festval,Seara,,,,
Pernil Seara Sem Osso Temperada Kg,,5838,30.98,Festval,Seara,,,,
Sobrecoxa De Frango Congelado Livre De Transgênicos Korin Sustentável 1kg,,7893753604594,33.9,Festval,Korin,,,,
Coxa e Sobrecoxa Copacol Sem Osso e Sem Pele 600g,,7891527066593,11.99,Festval,Copacol,,,,
Coxa com Pele Copacol Congelado 800g,,7891527067972,11.9,Festval,Copacol,,,,
Filé de Peito em Bifes Resfriado Bandeja Copacol 600g,,7891527066265,14.99,Festval,Copacol,,,,
Sobrecoxa Seara DaGranja 1kg Sobrecoxa DaGranja IQF 1kg,,7894904686544,13.99,Festval,Seara,,,,
Sobrecoxa Seara Resfriada Bandeja kg,,9137,14.99,Festval,Seara,,,,
Coração de Frango Resfriado Bandeja Copacol 600g,,7891527066623,21.98,Festval,Copacol,,,,
Carré Suíno Seara Reserva kg,,1268,21.99,Festval,Seara,,,,
Copa Suína Bife Seara Reserva kg,,2119,23.99,Festval,Seara,,,,
Pernil Pamplona Sem Osso Temperada Kg Pernil Pamplona Sem Osso Temperada Festa Kg,,2664,29.9,Festval,Pamplona,,,,
Sobrecoxa Copacol com Osso sem Pele Kg,,3232,16.98,Festval,Copacol,,,,
Linguiça Frimesa Paio Vácuo Kg,,9784,39.9,Festval,Frimesa,,,,
Copa Frimesa Curada Mini Kg,,4396,99.9,Festval,Frimesa,,,,
Frango Defumado Juliatto Kg,,9479,43.98,Festval,Juliatto,,,,
Coxa Copacol Bandejão Kg,,8698,13.99,Festval,Copacol,,,,
Coxa Copacol Kg,,4342,13.99,Festval,Copacol,,,,
Coxa E Sobrecoxa Copacol Com Osso E Com Pele Kg,,2459,13.99,Festval,Copacol,,,,
Coxinha Da Asa Copacol Kg,,1354,17.98,Festval,Copacol,,,,
Frango Copacol Xadrez Kg,,1907,32.98,Festval,Copacol,,,,
Frango Copacol Resfriado Kg,,3153,11.98,Festval,Copacol,,,,
Filé De Coxa E Sobrecoxa De Frango Temperado Copacol 1kg,,7891527064339,16.98,Festval,Copacol,,,,
Frango de Padaria Inteiro com Farofa Seara Kg,,4080,20.99,Festval,Seara,,,,
Moela Copacol Bandeja 600g,,7891527066647,7.89,Festval,Copacol,,,,
Petiscos Copacol Temperado 1Kg,,7891527031676,14.99,Festval,Copacol,,,,
Galeto Nat Verde Congelado Kg,,4078,14.98,Festval,Nat.,,,,
MELAO SAPO KG,,3087,6.55,Condor,Sem marca,,FRUTAS & HORTALICAS,MELAO,MELAO ESPECIAL
ALMEIRAO MACO,,383,4.29,Condor,Sem marca,,FRUTAS & HORTALICAS,FOLHAGENS,ALMEIRAO
RUCULA MACO,,666,5.19,Condor,Sem marca,,FRUTAS & HORTALICAS,FOLHAGENS,RUCULA
Tomate-cereja Bertolin,,7898342580020,18.19,Condor,BERTOLIN,,FRUTAS & HORTALICAS,LEGUMES E TUBERCULOS EMBALADO,TOMATE ESPECIAL
ASPARGO MACO,,741,15.99,Condor,Sem marca,,FRUTAS & HORTALICAS,FOLHAGENS,SALSAO
ASPARGO MACO,,7908355600520,15.99,Condor,Sem marca,,FRUTAS & HORTALICAS,FOLHAGENS,SALSAO
Absorvente Sempre Livre Adapt,,7891010503024,6.49,Condor,SEMPRE LIVRE,,PERFUMARIA/HIGIENE E BELEZA,HIGIENE INTIMA,ABSORVENTE EXTERNO DIA
SALADA DE FRUTAS KG,,1311,36.9,Condor,ROTISSERIA,,ROTISSERIA,SOBREMESSAS,CREMOSAS
PERA PORTUGUESA KG,,10184,19.98,Condor,Sem marca,,FRUTAS & HORTALICAS,PERA,PERA PORTUGUESA
FRANGO PASSARINHO BIG FGO TEMP.RESF.KG,,8600,13.65,Condor,BIG FRANGO,,ACOUGUE,FRANGO,FRANGO TEMPERADO RESFRIADO
SALAME SEARA GOURMET ITALIANO PECA KG,,13864,75.9,Condor,SEARA,,"FRIOS,MASSAS E GORDUROSOS",CURADOS,SALAME ITALIANO
COXA C/SCOXA SEARA RESF.KG,,87001,18.89,Condor,SEARA,,ACOUGUE,FRANGO,FRANGO C/OSSO INATURA RESFRIAD
Racao Special Dog,,7898242035323,3.19,Condor,SPECIAL DOG,,ANIMAIS,CAES-ALIMENTOS,CAO-AL.UMIDO P/R.PEQ.SACHE
Agua Mineral Sferrie,,7898014855326,12.99,Condor,SFERRIE,,BEBIDAS FRIAS,AGUA MINERAL,GALAO
Bolinho Casa Suica,,7897173098940,1.99,Condor,CASA SUICA,,PAES E BOLOS INDUSTRIALIZADOS,MINI BOLOS,MINI BOLOS CONJ.C/2
Iogurte Vigor,,7891999011435,13.43,Condor,VIGOR,,LATICINIOS,IOGURTES,IOG.POLPA GARRAFA FAMILIAR
Pao Santa Massa,,7898067340688,13.49,Condor,SANTA MASSA,,PAES E BOLOS INDUSTRIALIZADOS,PAES PARA CHURRASCO,PAES PARA CHURR.SABORES
Chocottone Bauducco,,7891962027395,21.99,Condor,BAUDUCCO,,PAES E BOLOS INDUSTRIALIZADOS,PANETTONES,PANETTONES TRAD.CHOCOLATE
"RACAO BALANCE P/GATO FILHOTE FGO 2,7KG",,7891515605452,46.9,Condor,BALANCE,,ANIMAIS,GATOS-ALIMENTOS,GATO-AL.ATE 3KG FILH.PREM.ESP.
Racao para Gatos Balance,,7891515605377,46.9,Condor,BALANCE,,ANIMAIS,GATOS-ALIMENTOS,GATO-AL.ATE 3KG AD.PREM.ESP.
RACAO BALANCE P/GATO AD.FGO/VEG.900G,,7891515605445,21.89,Condor,BALANCE,,ANIMAIS,GATOS-ALIMENTOS,GATO-AL.ATE 1KG AD.PREM.ESPEC.
RACAO BALANCE P/GATO FILHOTE FGO 900G,,7891515605438,23.39,Condor,BALANCE,,ANIMAIS,GATOS-ALIMENTOS,GATO-AL.ATE 1KG FILH.PREM.ESP.
"RACAO BALANCE AD.R.MED/GDE 2,7KG",,7891515604684,42.9,Condor,BALANCE,,ANIMAIS,CAES-ALIMENTOS,CAO-AL.ATE 3KG AD.PREM/ESPEC.
Leite Fermentado Actimel,,7891025113447,3.85,Condor,DANONE,,LATICINIOS,LEITE FERMENTADO,LEITE FERM.INDIVIDUAL
OREGANO STRAFIT 100G,,7896572400729,19.19,Condor,STRAFIT,,SECA SALGADA,TEMPEROS NATURAIS-ERVAS,OREGANO
Capsula Dolce Gusto,,7891000836477,23.99,Condor,DEL PASO,,SECA PESADA,CAFES,SISTEMAS
Racao para Gatos New Dots,,7908591300406,16.9,Condor,NEW DOTS,,ANIMAIS,GATOS-ALIMENTOS,GATO-AL.ATE 1KG BASICO
TANGERINA DOM FRUTO 500G,,7898949126430,6.89,Condor,DOM FRUTO,,FRUTAS & HORTALICAS,FRUTAS EMBALADAS,TANGERINA
OVOS F.TOCA CAIPIRA ORG.G.JOVENS P C/10,,7898405740859,15.59,Condor,FAZENDA DA TOCA,,GRANJEIROS,OVOS,OVOS CAIPIRA
Amendoim Crokissimo Santa Helena,,7896336011109,5.99,Condor,SANTA HELENA,,SECA LEVE,SALGADINHOS,AMENDOIM SALGADO
Batata Palha Elma Chips,,7892840820398,9.39,Condor,ELMA CHIPS,,SECA LEVE,SALGADINHOS,BATATA PALHA
Batata Palha Elma Chips,,7892840818234,30.59,Condor,ELMA CHIPS,,SECA LEVE,SALGADINHOS,BATATA PALHA
Shampoo Pantene,,7500435154239,25.6,Condor,PANTENE,,PERFUMARIA/HIGIENE E BELEZA,HIGIENE PARA CABELOS,SHAMPOO TOP
Shampoo Pantene,,7500435128926,14.69,Condor,PANTENE,,PERFUMARIA/HIGIENE E BELEZA,HIGIENE PARA CABELOS,SHAMPOO TOP
Condicionador Elseve,,7899026420571,21.29,Condor,ELSEVE,,PERFUMARIA/HIGIENE E BELEZA,HIGIENE PARA CABELOS,CONDICONADOR TOP
Pao Caseirinho,,7896844300573,7.99,Condor,CASEIRINHO,,PAES E BOLOS INDUSTRIALIZADOS,PAES MULTI CEREAIS,PAES M.CER.INTEGRAL
AMAC.COMFORT CONC.BRISA ELEGANTE 900ML,,7891150094178,20.34,Condor,COMFORT,,LIMPEZA,LIMPEZA DE ROUPA,AMACIANTE CONC.ATE 1L
COSTELA BOVINA GAUCHA RESF.KG,,51866,30.89,Condor,ENTREPOSTO,,ACOUGUE,ENTREPOSTO TRASEIRO BOVINO,BOVINO P/CHURRASCO PREMIUM
